id.orig,Original Author,Year,Delete metric,Metric.obsolete,Name.obsolete,Label,Notation,Category,by.id,by.Author,Team,Experiment,Subjects,Models,Concept,Statistics test used,Result,Comments,,,
19518,Rolon2006,2006,,PLT,rate of pools and lanes over the total of tasks,RateOfPoolsAndLanesOverTheTotalOfTasks,BPMN,Hw,46440,Rolon2009pred,Rolon,23,9,15,Understandability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,Dup,TNA,total number of activities\cite{Garcia2003inte},NumberOfActivitiesRolon,BPMN,Hw,46440,Rolon2009pred,Rolon,23,9,15,Understandability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,TNCS,total number of collapsed sub-processes,NumberOfCollapsedSubProcesses,BPMN,Hw,46440,Rolon2009pred,Rolon,23,9,15,Understandability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,TNDO,total number of data objects,NumberOfDataObjects,BPMN,Hw,46440,Rolon2009pred,Rolon,23,9,15,Understandability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,TNEE,total number of end events,NumberOfEndEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,23,9,15,Understandability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,TNE,total number of events,NumberOfEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,23,9,15,Understandability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,TNG,total number of gateways,NumberOfGateways,BPMN,Hw,46440,Rolon2009pred,Rolon,23,9,15,Understandability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NTIE,total number of intermediate events,NumberOfIntermediateEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,23,9,15,Understandability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NTSE,total number of start events,NumberOfStartEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,23,9,15,Understandability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,TNT,total number of tasks,TNumberOfTasks,BPMN,Hw,46440,Rolon2009pred,Rolon,23,9,15,Understandability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,CLA,connectivity level between activities,ConnectivityLevelBetweenActivities,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,CLP,connectivity level between pools,ConnectivityLevelBetweenPools,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NCD,Number of complex decision/merge,NumberOfComplexDecisionMerge,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NEDDB,number of exclusive decision/merge data-based,NumberOfExclusiveDecisionMergeDataBased,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NEDEB,number of exclusive decision/merge event-based,NumberOfExclusiveDecisionMergeEventBased,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NID,number of incusive decision/merge,NumberOfIncusiveDecisionMerge,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NDOIn,number of input data objects,NumberOfInputDataObjects,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NL,number of lanes,NumberOfLanes,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NMF,number of message flows,NumberOfMessageFlows,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NDOOut,number of output data objects,NumberOfOutputDataObjects,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NPF,number of parallel fork/join,NumberOfParallelForkJoin,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NP,number of pools,NumberOfPools,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NSF,number of sequence flows,NumberOfSequenceFlows,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NSFA,number of sequence flows between activities,NumberOfSequenceFlowsBetweenActivities,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NSFE,number of sequence flows from Events,NumberOfSequenceFlowsFromEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NSFG,number of sequence flows from Gateways,NumberOfSequenceFlowFromGateways,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,PDOPIn,rate of input data object over the total of data objects,RateOfInputDataObjectOverTotalDObjects,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,PDOPOut,rate of output data object over the total of data objects,RateOfOutputDataObjectOverTotalDObjects,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,PLT,rate of pools and lanes over the total of tasks,RateOfPoolsAndLanesOverTheTotalOfTasks,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,Dup,TNA,total number of activities\cite{Garcia2003inte},NumberOfActivitiesRolon,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,TNCS,total number of collapsed sub-processes,NumberOfCollapsedSubProcesses,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,TNDO,total number of data objects,NumberOfDataObjects,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,TNEE,total number of end events,NumberOfEndEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,TNE,total number of events,NumberOfEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,TNG,total number of gateways,NumberOfGateways,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NTIE,total number of intermediate events,NumberOfIntermediateEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NTSE,total number of start events,NumberOfStartEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,TNT,total number of tasks,TNumberOfTasks,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Modifiability,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,CLA,connectivity level between activities,ConnectivityLevelBetweenActivities,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,CLP,connectivity level between pools,ConnectivityLevelBetweenPools,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NCD,Number of complex decision/merge,NumberOfComplexDecisionMerge,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NEDDB,number of exclusive decision/merge data-based,NumberOfExclusiveDecisionMergeDataBased,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NEDEB,number of exclusive decision/merge event-based,NumberOfExclusiveDecisionMergeEventBased,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NID,number of incusive decision/merge,NumberOfIncusiveDecisionMerge,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NDOIn,number of input data objects,NumberOfInputDataObjects,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NL,number of lanes,NumberOfLanes,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NMF,number of message flows,NumberOfMessageFlows,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NDOOut,number of output data objects,NumberOfOutputDataObjects,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NPF,number of parallel fork/join,NumberOfParallelForkJoin,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NP,number of pools,NumberOfPools,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NSF,number of sequence flows,NumberOfSequenceFlows,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NSFA,number of sequence flows between activities,NumberOfSequenceFlowsBetweenActivities,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NSFE,number of sequence flows from Events,NumberOfSequenceFlowsFromEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NSFG,number of sequence flows from Gateways,NumberOfSequenceFlowFromGateways,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,PDOPIn,rate of input data object over the total of data objects,RateOfInputDataObjectOverTotalDObjects,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,PDOPOut,rate of output data object over the total of data objects,RateOfOutputDataObjectOverTotalDObjects,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,PLT,rate of pools and lanes over the total of tasks,RateOfPoolsAndLanesOverTheTotalOfTasks,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,Dup,TNA,total number of activities\cite{Garcia2003inte},NumberOfActivitiesRolon,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,TNCS,total number of collapsed sub-processes,NumberOfCollapsedSubProcesses,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,TNDO,total number of data objects,NumberOfDataObjects,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,TNEE,total number of end events,NumberOfEndEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,TNE,total number of events,NumberOfEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,TNG,total number of gateways,NumberOfGateways,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NTIE,total number of intermediate events,NumberOfIntermediateEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NTSE,total number of start events,NumberOfStartEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,TNT,total number of tasks,TNumberOfTasks,BPMN,Hw,46440,Rolon2009pred,Rolon,24,29,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,CLA,connectivity level between activities,ConnectivityLevelBetweenActivities,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,CLP,connectivity level between pools,ConnectivityLevelBetweenPools,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NCD,Number of complex decision/merge,NumberOfComplexDecisionMerge,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NEDDB,number of exclusive decision/merge data-based,NumberOfExclusiveDecisionMergeDataBased,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NEDEB,number of exclusive decision/merge event-based,NumberOfExclusiveDecisionMergeEventBased,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NID,number of incusive decision/merge,NumberOfIncusiveDecisionMerge,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NDOIn,number of input data objects,NumberOfInputDataObjects,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NL,number of lanes,NumberOfLanes,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NMF,number of message flows,NumberOfMessageFlows,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NDOOut,number of output data objects,NumberOfOutputDataObjects,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NPF,number of parallel fork/join,NumberOfParallelForkJoin,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NP,number of pools,NumberOfPools,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NSF,number of sequence flows,NumberOfSequenceFlows,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NSFA,number of sequence flows between activities,NumberOfSequenceFlowsBetweenActivities,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NSFE,number of sequence flows from Events,NumberOfSequenceFlowsFromEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NSFG,number of sequence flows from Gateways,NumberOfSequenceFlowFromGateways,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,PDOPIn,rate of input data object over the total of data objects,RateOfInputDataObjectOverTotalDObjects,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,PDOPOut,rate of output data object over the total of data objects,RateOfOutputDataObjectOverTotalDObjects,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,PLT,rate of pools and lanes over the total of tasks,RateOfPoolsAndLanesOverTheTotalOfTasks,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,Dup,TNA,total number of activities\cite{Garcia2003inte},NumberOfActivitiesRolon,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,TNCS,total number of collapsed sub-processes,NumberOfCollapsedSubProcesses,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,TNDO,total number of data objects,NumberOfDataObjects,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,TNEE,total number of end events,NumberOfEndEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,TNE,total number of events,NumberOfEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,TNG,total number of gateways,NumberOfGateways,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NTIE,total number of intermediate events,NumberOfIntermediateEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NTSE,total number of start events,NumberOfStartEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,TNT,total number of tasks,TNumberOfTasks,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Modifiability,Spearman correlation,No,,,,
19518,Rolon2006,2006,,CLA,connectivity level between activities,ConnectivityLevelBetweenActivities,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,CLP,connectivity level between pools,ConnectivityLevelBetweenPools,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NCD,Number of complex decision/merge,NumberOfComplexDecisionMerge,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NEDDB,number of exclusive decision/merge data-based,NumberOfExclusiveDecisionMergeDataBased,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NEDEB,number of exclusive decision/merge event-based,NumberOfExclusiveDecisionMergeEventBased,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NID,number of incusive decision/merge,NumberOfIncusiveDecisionMerge,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NDOIn,number of input data objects,NumberOfInputDataObjects,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NL,number of lanes,NumberOfLanes,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NMF,number of message flows,NumberOfMessageFlows,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NDOOut,number of output data objects,NumberOfOutputDataObjects,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NPF,number of parallel fork/join,NumberOfParallelForkJoin,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NP,number of pools,NumberOfPools,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NSF,number of sequence flows,NumberOfSequenceFlows,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NSFA,number of sequence flows between activities,NumberOfSequenceFlowsBetweenActivities,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NSFE,number of sequence flows from Events,NumberOfSequenceFlowsFromEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NSFG,number of sequence flows from Gateways,NumberOfSequenceFlowFromGateways,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,PDOPIn,rate of input data object over the total of data objects,RateOfInputDataObjectOverTotalDObjects,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,PDOPOut,rate of output data object over the total of data objects,RateOfOutputDataObjectOverTotalDObjects,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,PLT,rate of pools and lanes over the total of tasks,RateOfPoolsAndLanesOverTheTotalOfTasks,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,Dup,TNA,total number of activities\cite{Garcia2003inte},NumberOfActivitiesRolon,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,TNCS,total number of collapsed sub-processes,NumberOfCollapsedSubProcesses,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,TNDO,total number of data objects,NumberOfDataObjects,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,TNEE,total number of end events,NumberOfEndEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,TNE,total number of events,NumberOfEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,TNG,total number of gateways,NumberOfGateways,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,validated,,,,
19518,Rolon2006,2006,,NTIE,total number of intermediate events,NumberOfIntermediateEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,NTSE,total number of start events,NumberOfStartEvents,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,No,,,,
19518,Rolon2006,2006,,TNT,total number of tasks,TNumberOfTasks,BPMN,Hw,46440,Rolon2009pred,Rolon,25,15,12,Subjective Complexity,Spearman correlation,validated,,,,
1587,Mendling2007,2007,,CH,connector heterogeneity,ConnectorHeterogeneity,EPC,HS,47442,Mendling2008a,Mendling,1,42,12,Comprehension,Spearman correlation,No,,,,
1587,Mendling2007,2007,,CYC,cyclicity,Cyclicity,EPC,HS,47442,Mendling2008a,Mendling,1,42,12,Comprehension,Spearman correlation,No,,,,
1587,Mendling2007,2007,,diam,diameter,Diameter,EPC,HS,47442,Mendling2008a,Mendling,1,42,12,Comprehension,Spearman correlation,No,,,,
1587,Mendling2007,2007,,$S_N$,number of nodes,NumberOfNodes,EPC,HS,47442,Mendling2008a,Mendling,1,42,12,Comprehension,Spearman correlation,No,,,,
1587,Mendling2007,2007,,${\prod}$,separability ratio,SeparabilityRatio,EPC,HS,47442,Mendling2008a,Mendling,1,42,12,Comprehension,Spearman correlation,validated,,,,
1587,Mendling2007,2007,,$\Xi$,sequentiality ratio,SequentialityRatio,EPC,HS,47442,Mendling2008a,Mendling,1,42,12,Comprehension,Spearman correlation,No,,,,
1587,Mendling2007,2007,,$\Phi$,structuredness ratio,StructurednessRatio,EPC,HS,47442,Mendling2008a,Mendling,1,42,12,Comprehension,Spearman correlation,No,,,,
1587,Mendling2007,2007,,TS,token split,TokenSplit,EPC,HS,47442,Mendling2008a,Mendling,1,42,12,Comprehension,Spearman correlation,No,,,,
117,Garcia2004,2004,,NDWP,number of dependences,NumberOfDependences,SPEM,Hw,47444,Garcia2004fmes,Garcia,51,26,10,Modifiability time,Spearman correlation,validated,,,,
117,Garcia2004,2004,,NDWPIn,number of input dependences,NumberOfInputDependences,SPEM,Hw,47444,Garcia2004fmes,Garcia,51,26,10,Modifiability time,Spearman correlation,validated,,,,
117,Garcia2004,2004,,NDWPOut,number of output dependences,NumberOfOutputDependences,SPEM,Hw,47444,Garcia2004fmes,Garcia,51,26,10,Modifiability time,Spearman correlation,validated,,,,
117,Garcia2004,2004,,RDWPIn,ratio between input dependencies and number of dependencies,RatioBetweenInDependenciesXDependencies,SPEM,Hw,47444,Garcia2004fmes,Garcia,51,26,10,Modifiability time,Spearman correlation,No,,,,
117,Garcia2004,2004,,RDWPOut,ratio between output dependencies and the number of dependencies,RatioBetweenOutDependenciesXDependencies,SPEM,Hw,47444,Garcia2004fmes,Garcia,51,26,10,Modifiability time,Spearman correlation,No,,,,
55413,Garcia2003inte,2003,,CA,activity coupling,ActivityCoupling,SPEM,Hw,47444,Garcia2004fmes,Garcia,51,26,10,Modifiability time,Spearman correlation,No,,,,
55413,Garcia2003inte,2003,,NA,number of activities,NumberOfActivities,SPEM,Hw,47444,Garcia2004fmes,Garcia,51,26,10,Modifiability time,Spearman correlation,validated,,,,
55413,Garcia2003inte,2003,,NDRA,number of precedence dependences between activities,NumberOfPrecedenceDependencesBActivities,SPEM,Hw,47444,Garcia2004fmes,Garcia,51,26,10,Modifiability time,Spearman correlation,validated,,,,
55413,Garcia2003inte,2003,,NPR,number of roles,NumberOfRoles,SPEM,Hw,47444,Garcia2004fmes,Garcia,51,26,10,Modifiability time,Spearman correlation,No,,,,
55413,Garcia2003inte,2003,,NWP,number of work products,NumberOfWorkProducts,SPEM,Hw,47444,Garcia2004fmes,Garcia,51,26,10,Modifiability time,Spearman correlation,validated,,,,
55413,Garcia2003inte,2003,,RPRA,ratio of process roles and activities,RatioOfProcessRolesAndActivities,SPEM,Hw,47444,Garcia2004fmes,Garcia,51,26,10,Modifiability time,Spearman correlation,No,,,,
55413,Garcia2003inte,2003,,RWPA,ratio of work products and activities,RatioOfWorkProductsAndActivities,SPEM,Hw,47444,Garcia2004fmes,Garcia,51,26,10,Modifiability time,Spearman correlation,No,,,,
117,Garcia2004,2004,,NDWP,number of dependences,NumberOfDependences,SPEM,Hw,47444,Garcia2004fmes,Garcia,51,26,10,Understandability time,Spearman correlation,validated,,,,
117,Garcia2004,2004,,NDWPIn,number of input dependences,NumberOfInputDependences,SPEM,Hw,47444,Garcia2004fmes,Garcia,51,26,10,Understandability time,Spearman correlation,validated,,,,
